item_id	i_category	i_brand	r_complement	r_substitute
2195	17	29	[927, 445, 1886, 45, 1844, 2294, 176, 811, 1342, 161, 1536, 1998, 1298, 1609, 1045, 736, 23, 789, 1331, 1192, 744, 550, 572, 1803, 1006, 1888, 230, 1826, 1400, 388, 850, 1662, 418, 2290, 20, 1532, 1913, 21, 973, 1382, 1081, 994, 1289, 837]	[1299, 550, 2281, 2340, 572, 1006, 2294, 2290, 2348, 1987, 1081, 2279, 2287, 1226]
1831	16	3	[321, 1026, 2159, 788, 23, 1115, 1163, 486, 698, 418, 1711, 1790, 1344, 1289]	[]
1030	16	3	[451, 2159, 1844, 1138, 1740, 1505, 1331, 839, 344, 815, 1705, 1288, 733, 984, 572, 805, 1888, 1562, 957, 1122, 1960, 1842, 1063, 21, 1922, 411, 994, 777]	[1842, 777, 1740, 957]
733	16	3	[1788, 2159, 2078, 531, 1692, 1342, 161, 1816, 1101, 314, 321, 23, 1292, 744, 769, 917, 1288, 984, 572, 1803, 435, 837, 805, 1888, 1562, 957, 605, 1030, 994, 418, 2017, 1842, 2136, 2083, 777]	[2159, 777, 356, 2302, 1562, 1922, 420, 1692, 1816, 815]
916	20	31	[1886, 915, 285, 2267, 1497, 1342, 1609, 23, 1942, 1019, 1575, 572, 207, 281, 230, 1122, 2017, 2136, 973, 411]	[1575]
777	16	3	[2159, 45, 2078, 176, 1692, 161, 2086, 2155, 1067, 23, 698, 184, 1288, 984, 572, 805, 1888, 566, 892, 496, 508, 1030, 994, 1821, 418, 2017, 1842, 1598, 973, 411, 2027, 22, 1289]	[2159, 733, 1842, 356, 805, 1888, 1562, 1922, 420, 1692, 957, 1816, 815]
1575	20	31	[1019, 916, 1485, 1477, 2017, 281, 2136, 230, 208, 2246, 2267, 973, 2110]	[1019, 916]
1299	21	29	[655, 2159, 1844, 2294, 1987, 1933, 1342, 1536, 161, 1298, 1045, 23, 2340, 838, 1079, 619, 698, 208, 1666, 2102, 344, 744, 1912, 550, 572, 2070, 1400, 587, 513, 204, 1843, 418, 2017, 1076, 2290, 973, 1382, 434, 411, 994, 1289, 777]	[2195, 550, 2147, 2281, 2340, 1006, 2294, 2290, 2348, 1081, 973, 1226]
1842	16	3	[2159, 176, 2299, 1692, 1067, 476, 1024, 2349, 507, 982, 1705, 1288, 1782, 1888, 566, 957, 1030, 2136, 2318, 2083, 777]	[1705, 1288, 2159, 2136, 1692, 957, 1030, 777]
1687	21	32	[451, 2159, 45, 1537, 1460, 808, 1342, 1045, 736, 23, 208, 839, 1900, 815, 627, 668, 664, 550, 266, 471, 572, 207, 694, 281, 230, 1400, 204, 1122, 2017, 109, 1619, 973, 1615, 434, 411, 994, 1289, 777]	[681, 1744, 281, 808, 411]
1124	16	3	[2159, 2078, 1844, 205, 176, 1138, 106, 1692, 1816, 1101, 635, 1505, 507, 104, 922, 1288, 733, 98, 572, 207, 805, 1888, 566, 1562, 957, 605, 1030, 488, 725, 1842, 558, 2017, 1063, 1922, 434, 2083, 1389, 777]	[2159, 733, 777, 356, 2302, 1922, 420, 1816, 815]
2338	4	33	[2159, 550, 1842, 1888, 973, 420, 1480, 994]	[2304, 2159, 1288, 1505, 1842, 811, 507, 2349, 1692, 957, 508]
1505	4	33	[1788, 2159, 176, 1342, 161, 1609, 1045, 23, 486, 208, 507, 922, 1912, 550, 733, 572, 207, 837, 805, 1888, 230, 1400, 1562, 957, 1030, 204, 418, 2017, 20, 1063, 1619, 21, 1711, 973, 1615, 434, 411, 994, 22, 1289, 777]	[2304, 2159, 1288, 1842, 805, 2299, 1888, 507, 1692, 2083, 957, 2338, 777]
1019	20	34	[655, 1886, 1474, 1460, 136, 686, 1342, 161, 1609, 1045, 736, 23, 602, 486, 789, 208, 1331, 255, 1575, 572, 281, 230, 1826, 204, 643, 1485, 1889, 2017, 558, 681, 1181, 1260, 1913, 21, 1382, 1615, 434, 411, 1893, 1289]	[1260, 1485, 1575]
2343	17	33	[668, 550, 45, 2017, 248, 281, 973, 994, 1432, 1942]	[1744, 281, 2246, 1693, 1404, 1432]
558	2	35	[2159, 1737, 1163, 1593, 686, 161, 2086, 1125, 1101, 1431, 321, 1910, 23, 635, 838, 1292, 408, 705, 698, 550, 837, 1888, 1400, 1826, 847, 483, 496, 981, 488, 1722, 1453, 2151, 418, 725, 2017, 2178, 1191, 21, 2056, 346, 777]	[647, 551, 705, 859, 408, 1401, 1101, 793]
2164	2	36	[1563, 2159, 2078, 1856, 561, 176, 205, 1498, 1404, 325, 531, 2086, 527, 1067, 314, 1045, 23, 652, 25, 1292, 1343, 507, 1268, 922, 720, 1759, 1291, 566, 608, 496, 508, 418, 1063, 557, 1619, 1902, 2027, 22, 1289, 175]	[577, 652, 720, 566, 507, 274, 508, 22, 922, 314]
722	14	37	[179, 266, 1491, 234, 899]	[]
1365	3	38	[1563, 2159, 1158, 45, 561, 176, 2086, 1067, 314, 2164, 476, 23, 635, 1273, 1292, 1343, 507, 1217, 922, 720, 648, 1912, 1288, 805, 1295, 508, 1296, 2017, 403, 973, 2027, 1344, 335]	[507, 561, 1296]
1478	3	38	[451, 1886, 1474, 45, 176, 325, 1342, 161, 1536, 1998, 1609, 1045, 736, 23, 486, 1331, 1845, 1577, 1144, 744, 1912, 572, 207, 837, 230, 1400, 587, 388, 968, 204, 513, 1662, 2017, 418, 298, 20, 1532, 1913, 1619, 21, 1711, 973, 1615, 434, 411, 994, 22, 1289, 1095]	[23, 418, 572, 20, 1400, 21, 973, 1845, 1342, 994, 968, 1289]
1093	2	10	[1563, 2159, 2078, 1856, 561, 176, 1498, 531, 1692, 2086, 527, 1067, 314, 2164, 476, 692, 652, 635, 486, 25, 1292, 507, 922, 720, 1288, 1759, 1295, 566, 496, 508, 109, 1902, 2027, 22]	[2159, 1759, 1292, 176, 2027, 1296, 507, 1365, 2420, 508, 22, 922, 1067, 2164]
526	2	10	[2159, 2078, 1856, 561, 176, 531, 2086, 527, 1067, 476, 577, 23, 559, 635, 1016, 1292, 507, 922, 720, 1759, 566, 460, 496, 508, 1902, 2027, 22]	[559, 635, 2078, 1759, 176, 1292, 566, 507, 460, 1902, 496, 2086, 22, 922, 2027]
26	8	39	[2159, 2078, 1856, 561, 176, 205, 198, 1498, 531, 2086, 1067, 476, 23, 559, 652, 635, 1292, 990, 1343, 507, 922, 1759, 1291, 460, 496, 508, 994, 20, 21, 1902, 2027, 22, 1289]	[2078, 176, 198, 205, 1498, 2086, 1067, 476, 1292, 507, 922, 1759, 496, 508, 1902, 2027, 22, 1289, 175]
1357	8	9	[2159, 2078, 1856, 561, 1498, 325, 531, 2086, 527, 1067, 2164, 476, 692, 23, 559, 652, 486, 25, 635, 1292, 1016, 507, 922, 720, 769, 1288, 98, 1759, 1291, 805, 1295, 566, 460, 496, 508, 1842, 21, 1902, 2027, 22, 1289, 175]	[2078, 1856, 205, 1498, 198, 325, 2086, 1067, 476, 23, 652, 635, 1292, 990, 507, 922, 720, 1759, 566, 496, 508, 1902, 2027, 22, 1289, 175]
16	8	40	[1026, 2159, 1388, 45, 1107, 1342, 314, 1045, 23, 1343, 1331, 255, 1144, 744, 720, 471, 28, 572, 710, 1291, 230, 1400, 829, 204, 643, 286, 1948, 1662, 2017, 418, 20, 557, 1532, 21, 1711, 973, 1382, 411, 1849, 994, 22, 1289, 175]	[28, 325, 263, 829, 543, 58, 1231, 286, 1948, 175]
198	8	9	[1886, 45, 2078, 1107, 176, 205, 1498, 1342, 1998, 692, 1045, 23, 2175, 1292, 1343, 1024, 839, 1845, 2160, 255, 2081, 922, 720, 1291, 663, 230, 1400, 850, 643, 286, 1662, 2017, 418, 487, 20, 557, 1619, 21, 1063, 973, 1615, 1289, 22, 1332, 175]	[506, 176, 205, 1498, 543, 1289, 286, 720, 175]
174	8	9	[45, 2078, 205, 176, 686, 531, 1342, 161, 1998, 1067, 1045, 23, 559, 652, 486, 635, 1292, 507, 922, 720, 572, 207, 1400, 1826, 496, 508, 204, 2027, 643, 994, 418, 2017, 20, 1532, 1619, 21, 1902, 973, 1382, 411, 2083, 22, 1289, 175]	[1773, 205, 176, 1351, 507, 1289, 175]
506	8	9	[45, 1537, 1107, 176, 325, 686, 1342, 1536, 1045, 736, 23, 652, 1292, 990, 208, 1343, 1331, 744, 1912, 550, 572, 207, 1888, 230, 1400, 968, 204, 643, 718, 1662, 2017, 418, 20, 1532, 1619, 973, 1382, 434, 411, 994, 1289, 1651, 837]	[1244, 1537, 286, 176, 325, 1525, 1289, 556]
1925	8	39	[1339, 743, 1844, 1568, 987, 1004, 718, 848]	[987, 1004, 1568, 1631]
256	8	9	[1886, 2159, 45, 176, 325, 467, 1342, 2155, 1998, 1609, 506, 1045, 692, 23, 652, 2175, 1292, 1331, 507, 1192, 1344, 2081, 720, 572, 2070, 22, 230, 1400, 850, 1662, 2017, 1181, 418, 20, 1532, 1711, 21, 973, 1615, 994, 1174, 1289]	[506, 1388, 23, 1537, 286, 176, 1498, 205, 325, 1525, 1289, 556, 175]
171	8	9	[2159, 2078, 1856, 561, 1498, 325, 531, 2086, 527, 1067, 2164, 476, 692, 23, 559, 652, 486, 25, 635, 1292, 1016, 507, 922, 720, 769, 1288, 98, 1759, 1291, 805, 1295, 566, 460, 496, 508, 1842, 21, 1902, 2027, 22, 1289, 175]	[2078, 1856, 205, 1498, 198, 325, 2086, 1067, 476, 23, 652, 635, 1292, 990, 507, 922, 720, 1759, 566, 496, 508, 1902, 2027, 22, 1289, 175]
1885	8	40	[2159, 802, 1342, 161, 1866, 23, 486, 1845, 16, 744, 28, 572, 1803, 207, 1169, 230, 1400, 263, 388, 1225, 483, 513, 643, 2090, 1112, 418, 2017, 973, 1615, 434, 411, 994]	[28, 329, 263, 58, 1231, 1866]
175	8	9	[2159, 45, 2078, 176, 198, 1498, 531, 1342, 2086, 1067, 2164, 1045, 23, 559, 652, 486, 1292, 990, 1343, 1666, 507, 922, 720, 572, 1291, 694, 805, 566, 1400, 204, 806, 2017, 487, 20, 557, 1619, 1063, 1615, 2027, 22, 1289]	[23, 652, 1289, 176, 198, 1498, 205, 325, 557, 507, 2027, 543, 16, 508, 22, 286, 720]
743	8	41	[1158, 176, 1498, 2164, 1749, 23, 208, 1343, 1594, 512, 1819, 204, 643, 718, 2017, 1063, 557, 22, 1004]	[1749, 1819, 1594, 512, 1004, 718]
176	8	9	[2159, 2078, 1856, 561, 1498, 325, 531, 2086, 527, 1067, 2164, 476, 692, 23, 559, 652, 486, 25, 635, 1292, 1016, 507, 922, 720, 769, 1288, 98, 1759, 1291, 805, 1295, 566, 460, 496, 508, 1842, 21, 1902, 2027, 22, 1289, 175]	[2078, 1856, 205, 1498, 198, 325, 2086, 1067, 476, 23, 652, 635, 1292, 990, 507, 922, 720, 1759, 566, 496, 508, 1902, 2027, 22, 1289, 175]
1346	20	42	[1019, 1045, 1485, 23, 1662, 789, 2017, 1532, 208, 1400, 1289]	[1260, 1485]
718	8	41	[1749, 743, 451, 2159, 1746, 23, 572, 1537, 486, 1131, 435, 109, 1594, 512, 994, 1004, 286, 314]	[1749, 743, 1594, 987, 512, 1004, 286]
1335	8	43	[445, 844, 1464, 1388, 23, 402, 980, 1131, 1568, 20, 720, 494, 161, 1004, 860, 1572]	[1131, 1388]
376	8	41	[45, 1856, 176, 1593, 1411, 686, 2086, 314, 23, 652, 1292, 1343, 1331, 1231, 922, 720, 1912, 572, 1990, 566, 1400, 829, 1948, 743, 1122, 450, 418, 20, 1063, 1619, 196, 109, 1615, 434, 22, 1389, 1289, 36]	[1930, 28, 1498, 829, 1231, 36, 1948, 1540]
987	8	39	[1749, 1004, 718]	[1749, 1004, 718]
89	8	44	[45, 2078, 1856, 1588, 1536, 1103, 33, 23, 635, 1016, 1292, 990, 507, 1291, 471, 230, 466, 892, 496, 675, 2032, 1902, 411, 2027, 1389, 1937]	[2184, 1272, 33, 2142, 2098, 2032, 1320, 1292, 990, 1588, 620, 145, 651, 2093, 780, 675, 636, 1937]
672	8	41	[45, 1498, 314, 1749, 1464, 23, 586, 1024, 1594, 512, 733, 1131, 543, 718, 743, 2017, 1063, 973, 1615, 2083, 1004]	[1749, 743, 1594, 512, 1004, 718]
2088	8	45	[1563, 731, 1319, 1512, 637, 1320, 1856, 497, 557, 1620, 732, 2027, 2029, 1488]	[731, 1319, 637, 1856, 497, 1320, 1945, 1620, 732, 260]
543	8	46	[1563, 1930, 45, 2164, 1609, 1103, 1045, 736, 1464, 23, 652, 980, 2175, 1292, 1845, 2160, 1900, 922, 720, 1912, 572, 566, 1400, 1243, 513, 286, 806, 1890, 418, 725, 2017, 891, 20, 1532, 1619, 21, 973, 1615, 411, 994, 22, 1289, 175]	[806, 402, 1289, 176, 325, 1525, 829, 791, 1559, 286, 175]
2085	8	46	[760, 1563, 1157, 1798, 1158, 857, 2139, 1273, 183, 452, 154, 531, 494, 22, 1797, 720]	[760, 1157, 1158, 857, 1283, 2139, 1273, 452, 720, 154, 494, 1098]
848	8	47	[1572, 111, 1568, 1631]	[1568, 1631]
497	8	45	[731, 1319, 637, 1320, 1945, 1856, 1620, 732, 260, 1797]	[731, 1319, 637, 1856, 1320, 1945, 2088, 1620, 732, 260]
28	8	40	[451, 45, 1844, 1107, 176, 1692, 1342, 736, 23, 208, 1231, 744, 720, 769, 1912, 572, 207, 230, 204, 411, 1662, 2017, 418, 20, 1619, 21, 973, 1190, 434, 994, 1389, 1289, 1651]	[16, 263, 58, 1231, 1866]
1043	8	41	[45, 1107, 176, 379, 1342, 161, 1998, 314, 2164, 692, 1910, 23, 652, 1273, 1343, 1331, 2160, 922, 1039, 744, 1942, 720, 572, 1131, 183, 1169, 566, 1400, 22, 829, 543, 968, 204, 643, 286, 2017, 21, 1335, 1902, 973, 1615, 1344, 1289, 1651, 175]	[1388, 402, 1131, 1257, 325, 73, 829, 543, 286, 1572, 1948]
1097	8	46	[1563, 2159, 1158, 857, 1856, 176, 1498, 686, 531, 494, 2086, 1067, 314, 2164, 692, 23, 652, 486, 1273, 1292, 1343, 507, 1268, 1217, 720, 760, 496, 1437, 508, 1765, 1283, 891, 452, 557, 154, 2027, 22]	[1563, 760, 1157, 1158, 652, 1283, 2139, 1273, 1437, 891, 452, 154, 2085, 494, 1268, 720, 1098]
1343	8	39	[451, 2159, 176, 1498, 325, 531, 1342, 2086, 1067, 2164, 1045, 736, 23, 652, 486, 1292, 507, 1217, 922, 744, 572, 1759, 1291, 566, 1400, 508, 204, 643, 994, 2017, 1063, 109, 1619, 21, 2095, 1615, 434, 411, 2027, 22, 1289]	[1563, 176, 1498, 531, 692, 652, 1273, 1292, 507, 1268, 720, 760, 1291, 1283, 891, 2095, 154, 2027, 22]
731	8	48	[1319, 1320, 1856, 2088, 1620, 507, 732, 260, 1488]	[1319, 637, 1856, 497, 1320, 1945, 2088, 1620, 732, 260]
33	8	44	[2187, 1045, 559, 635, 1016, 769, 990, 496, 2086, 346, 1389, 2027, 1103]	[2098, 2050, 89, 1588, 651, 780, 666, 2145, 2184, 635, 990, 2168, 2093, 1549, 2142, 1352, 1051, 145, 2054, 2053, 675, 1215, 2032, 1320, 533, 1937]
546	8	49	[1930, 45, 1107, 1498, 1593, 1410, 1692, 1342, 314, 1464, 23, 652, 1343, 507, 1231, 1217, 1268, 1589, 1992, 922, 1540, 720, 1912, 207, 566, 513, 1296, 743, 1100, 2017, 1063, 109, 21, 1615, 434, 411, 2083, 22]	[1464, 1100, 1217, 710, 1498, 645, 20, 109, 21, 1063, 434, 1082, 22, 527, 314, 1992]
150	8	0	[]	[2098, 1588, 651, 780, 666, 2145, 2184, 33, 2093, 1636, 2142, 1352, 1051, 2053, 1215, 675, 2032, 533, 1937]
500	8	41	[45, 1342, 161, 1998, 527, 2164, 1609, 1045, 736, 23, 1343, 208, 1331, 1355, 1268, 744, 720, 1912, 28, 572, 694, 2070, 1169, 230, 1400, 829, 543, 513, 1948, 418, 2017, 1181, 20, 1532, 196, 21, 1619, 973, 1615, 434, 994]	[28, 829, 1231, 16, 1948]
22	8	49	[2159, 2078, 1856, 561, 176, 205, 1498, 325, 531, 1342, 2086, 1067, 2164, 476, 692, 1464, 23, 652, 635, 486, 25, 1016, 1292, 507, 922, 720, 1759, 566, 460, 496, 508, 1063, 557, 1902, 2027, 1289]	[2159, 2078, 1856, 176, 1498, 531, 2086, 527, 1067, 314, 2164, 23, 652, 1292, 645, 507, 922, 1759, 566, 496, 508, 20, 109, 1063, 21, 1902, 2027]
1291	8	39	[1777, 1856, 561, 176, 1498, 325, 531, 2086, 1067, 2164, 476, 23, 1016, 1292, 1343, 507, 922, 98, 1759, 183, 566, 460, 496, 2032, 2027, 22, 636]	[1777, 648, 98, 2078, 635, 1856, 1016, 1759, 176, 1292, 990, 183, 1932, 507, 531, 1902, 496, 2027]
19	8	49	[1886, 2159, 45, 176, 325, 686, 1342, 2086, 1609, 1045, 23, 559, 635, 1016, 1292, 990, 645, 1331, 507, 922, 744, 769, 572, 207, 1888, 230, 1400, 496, 850, 204, 994, 1662, 418, 1063, 1532, 1913, 1619, 21, 1902, 1615, 434, 411, 2027, 22, 1389, 1289]	[1609, 23, 45, 559, 1662, 710, 176, 645, 990, 1400, 1331, 507, 21, 1342, 994, 22, 1289, 496]
78	8	49	[1886, 45, 176, 205, 325, 1342, 1536, 2086, 1067, 1103, 1609, 1045, 736, 23, 635, 1016, 1292, 208, 1331, 507, 839, 922, 744, 550, 572, 207, 694, 230, 1400, 496, 850, 204, 643, 994, 411, 660, 1890, 1662, 2017, 1181, 418, 298, 20, 1532, 1619, 21, 1902, 973, 1382, 1615, 434, 2027, 1289]	[1609, 994, 23, 559, 710, 176, 20, 645, 1400, 109, 21, 507, 496, 1289, 2086, 22, 1992, 314]
21	8	49	[1886, 2159, 45, 2078, 176, 1593, 686, 1342, 1536, 2086, 2155, 1067, 314, 1609, 1045, 23, 559, 652, 486, 635, 1016, 1292, 990, 1331, 507, 922, 744, 720, 1912, 572, 207, 230, 566, 1400, 496, 204, 643, 994, 1662, 2017, 418, 20, 1532, 1619, 1902, 1615, 434, 411, 2027, 1389, 1289]	[2159, 176, 686, 1342, 2086, 527, 314, 1045, 23, 559, 652, 1292, 645, 990, 507, 1992, 922, 1912, 230, 496, 508, 994, 1100, 418, 20, 109, 434, 2027, 22, 1389, 1289]
20	8	49	[1886, 2159, 45, 176, 325, 686, 1342, 2086, 1609, 1045, 23, 559, 635, 1016, 1292, 990, 645, 1331, 507, 922, 744, 769, 572, 207, 1888, 230, 1400, 496, 850, 204, 994, 1662, 418, 1063, 1532, 1913, 1619, 21, 1902, 1615, 434, 411, 2027, 22, 1389, 1289]	[1609, 23, 45, 559, 1662, 710, 176, 645, 990, 1400, 1331, 507, 21, 1342, 994, 22, 1289, 496]
1035	16	33	[1788, 655, 2159, 176, 325, 686, 1692, 1342, 1067, 2164, 1609, 1045, 23, 1505, 1292, 507, 922, 815, 1912, 733, 207, 805, 1888, 1400, 1562, 957, 1030, 204, 418, 2017, 20, 1063, 1619, 1922, 973, 411, 994, 22, 1289, 777]	[2159, 1505, 805, 1888, 507, 1562, 777]
459	8	49	[59, 1886, 45, 1342, 161, 1998, 23, 2191, 744, 1540, 984, 572, 28, 263, 388, 850, 513, 1746, 1100, 418, 2017, 1181, 20, 546, 1619, 973, 434, 994]	[1100, 710, 20, 546, 109, 21, 434, 22, 1992, 314]
1688	17	32	[627, 1843, 23, 1901, 572, 418, 1079, 2299, 1091, 1525, 1815, 1355, 839, 973, 411, 744]	[627, 1843, 1901, 1079, 808, 411, 1280]
2166	16	33	[2159, 2078, 176, 1498, 2086, 1816, 1067, 2164, 1045, 23, 1292, 1343, 507, 744, 815, 1288, 733, 1759, 805, 1888, 230, 566, 1400, 460, 957, 508, 1030, 994, 2017, 1842, 973, 1615, 2027, 22, 1289, 777]	[2159, 1759, 805, 1888, 507, 2127, 1393, 777]
1474	17	50	[2159, 1844, 325, 1342, 1998, 1609, 23, 208, 1331, 839, 668, 1019, 572, 207, 230, 1571, 1843, 1662, 2017, 1181, 418, 21, 973, 411, 994, 1289]	[572, 973, 1501, 1095]
27	8	9	[2159, 2078, 1856, 561, 176, 1498, 325, 531, 2086, 556, 1067, 2164, 476, 577, 23, 652, 635, 486, 25, 1292, 507, 1268, 1217, 922, 720, 1288, 1759, 1291, 566, 496, 508, 1063, 557, 1902, 2027, 22]	[176, 1498, 2086, 527, 1067, 314, 2164, 652, 1292, 507, 922, 720, 1992, 566, 496, 508, 1063, 109, 546, 21, 2027, 22]
572	17	50	[655, 451, 1886, 1844, 176, 1342, 161, 1998, 1609, 1045, 736, 23, 486, 838, 698, 208, 1331, 839, 1432, 744, 1019, 550, 207, 694, 230, 1400, 1243, 204, 643, 1843, 1662, 2017, 418, 20, 1619, 21, 1711, 2006, 1382, 1615, 411, 994, 22, 1289]	[1474, 1844, 808, 1342, 1298, 1079, 1355, 839, 1432, 1400, 230, 1243, 1843, 2017, 1092, 973, 411, 994, 1095]
1113	9	11	[217, 1070, 2010, 558, 1857, 643, 893, 1177, 917]	[2010]
1843	17	32	[1886, 1474, 1844, 1138, 808, 1342, 1998, 1298, 1045, 23, 1355, 839, 744, 550, 572, 207, 230, 1400, 204, 2017, 20, 1619, 21, 973, 434, 411, 994, 1289]	[627, 572, 1509, 1712, 1138, 808, 973, 411, 1298, 1280]
2228	19	12	[]	[]
1242	9	12	[1737, 45, 1163, 1118, 1403, 902, 161, 1101, 321, 1658, 1045, 1515, 23, 486, 1666, 344, 1144, 931, 427, 1102, 1209, 1080, 418, 298, 703, 1971, 1532, 1289]	[1080, 1658, 931, 427, 2010, 1163, 1450, 902, 703, 671, 1102, 1209]
401	8	51	[445, 655, 1886, 331, 45, 1342, 161, 1536, 1067, 314, 1609, 1045, 23, 486, 208, 839, 572, 207, 230, 1400, 850, 643, 286, 418, 2017, 1181, 2156, 298, 20, 1532, 109, 21, 973, 1382, 1615, 434, 411, 994, 1289, 837]	[23, 2011, 1403, 144, 1400, 1913, 1331, 1342, 994, 643]
1024	17	50	[1026, 451, 2159, 176, 1498, 531, 1342, 896, 23, 486, 1292, 507, 1432, 922, 1393, 1942, 207, 957, 1112, 2017, 1842, 1598, 1063, 2136, 1619, 109, 1615, 2420, 22]	[1026, 593, 1759, 2136, 1432, 1942]
1756	8	9	[451, 1886, 2159, 1474, 45, 1844, 1107, 176, 952, 325, 1342, 161, 1536, 1998, 1067, 1609, 1045, 736, 23, 652, 980, 486, 208, 1343, 507, 2160, 255, 1144, 720, 1912, 572, 207, 230, 1400, 1571, 204, 643, 1890, 1662, 2017, 418, 20, 1063, 1619, 21, 1532, 973, 1382, 1615, 434, 411, 994, 22, 1289]	[1403, 176, 1342, 314, 1045, 23, 652, 486, 1331, 507, 1912, 401, 207, 144, 1400, 643, 2011, 418, 1913, 434, 994, 22]
161	9	12	[451, 1886, 331, 1163, 176, 325, 1342, 1536, 1998, 1045, 736, 23, 980, 486, 208, 1666, 344, 1144, 668, 1912, 572, 207, 694, 230, 1400, 388, 850, 204, 513, 1855, 643, 1122, 418, 2017, 558, 1789, 807, 20, 1619, 21, 196, 973, 1615, 411, 994, 1389, 1289, 777]	[1886, 331, 1639, 1342, 1536, 1045, 736, 23, 486, 1879, 2160, 1144, 207, 230, 1400, 1571, 496, 204, 418, 298, 1532, 1615, 994, 1289]
331	9	12	[451, 1886, 1381, 45, 1107, 1639, 1342, 161, 1536, 1998, 1827, 1045, 23, 208, 505, 1331, 1900, 1039, 1633, 744, 1912, 401, 207, 1803, 230, 1400, 388, 204, 1855, 1112, 1665, 418, 2017, 298, 1532, 1619, 21, 973, 1382, 1615, 411, 994, 1344, 1289]	[1639, 161, 1536, 1045, 736, 486, 505, 1900, 1144, 207, 1803, 694, 435, 230, 1855, 204, 1070, 298, 1615]
922	2	52	[2159, 2078, 1856, 176, 1593, 325, 531, 2086, 1067, 476, 23, 559, 652, 486, 635, 1016, 1292, 507, 1759, 1291, 566, 460, 496, 508, 1063, 1902, 2027, 22]	[508, 2078, 1759, 561, 176, 1593, 1292, 566, 2027, 686, 507, 1902, 496, 2086, 22, 1125, 1067]
1045	9	12	[451, 1886, 1460, 176, 325, 1639, 1342, 161, 1536, 1827, 1067, 736, 23, 1899, 208, 1331, 2160, 1731, 1900, 1039, 744, 769, 471, 572, 1803, 207, 694, 435, 230, 1400, 1571, 388, 204, 1855, 2090, 1122, 1665, 1662, 2017, 1890, 418, 298, 20, 1532, 1619, 21, 986, 1711, 973, 1382, 1190, 411, 1289, 994, 22, 1332]	[451, 331, 1639, 1342, 161, 1536, 736, 23, 486, 1899, 1332, 2160, 1900, 207, 1803, 694, 230, 1400, 1571, 388, 204, 1122, 1070, 298, 1532, 1619, 1382, 1615, 994, 22, 1289]
1016	8	39	[2159, 2078, 176, 1588, 2155, 2086, 1067, 476, 33, 559, 635, 1292, 990, 507, 922, 769, 490, 1759, 1291, 566, 460, 496, 1412, 20, 21, 1902, 2027, 22, 1389, 1289]	[559, 2078, 635, 1856, 1759, 1291, 176, 1292, 990, 507, 531, 460, 1902, 496, 2086, 2027]
1355	17	50	[927, 1886, 2159, 45, 1844, 811, 1342, 161, 1045, 23, 789, 208, 1331, 839, 744, 550, 401, 572, 1400, 1826, 513, 204, 1843, 418, 2017, 1181, 2006, 973, 411, 994, 1289, 837]	[1298, 1474, 1843, 1095, 572, 1092, 1079, 839, 973, 1243, 1432, 411]
530	9	53	[2078, 1856, 176, 531, 2086, 1067, 476, 23, 559, 635, 1016, 1292, 507, 922, 98, 1759, 1291, 566, 460, 496, 1902, 2027, 22]	[559, 2078, 1759, 1292, 2027, 507, 460, 1902, 496, 2086, 1067]
818	17	50	[451, 1474, 1460, 1138, 1342, 1045, 1079, 839, 1432, 572, 230, 1243, 204, 1843, 1665, 2017, 681, 21, 973, 1190, 411, 1289]	[627, 411, 1843, 572, 681, 1079, 1138, 808, 973, 1243, 1280]
2233	9	12	[]	[1971]
2027	8	39	[2078, 1856, 561, 176, 2086, 527, 1067, 476, 577, 635, 1016, 1292, 507, 922, 490, 1759, 1291, 566, 460, 496, 508, 1902, 22]	[2078, 1856, 176, 531, 2086, 1067, 476, 577, 559, 635, 1016, 1292, 507, 922, 1759, 460, 496, 1902, 22]
726	8	39	[1886, 45, 2078, 1411, 531, 1342, 161, 314, 476, 1045, 23, 559, 652, 1016, 1292, 1343, 1355, 744, 720, 572, 1888, 230, 263, 892, 829, 496, 513, 204, 643, 864, 418, 20, 1389, 1651]	[1410, 829, 23, 1411]
752	8	49	[45, 176, 106, 1342, 2086, 1609, 692, 1045, 736, 23, 652, 486, 208, 1331, 104, 2160, 1192, 1144, 572, 2070, 230, 466, 388, 496, 513, 1855, 643, 1060, 1821, 1662, 418, 103, 20, 1532, 1913, 21, 1711, 1561, 2094, 994, 1174, 1289, 1736]	[23, 45, 1406, 1762, 725, 103, 20, 1990, 466, 106, 104, 338, 315, 467, 2094, 1736, 1821]
1410	8	45	[1930, 1626, 806, 1596, 1908, 1498, 1411, 542, 21, 1613, 2095, 1231, 1623, 864, 1992, 609, 314]	[1930, 1626, 806, 1908, 1498, 1411, 1231, 36, 864, 1596, 314]
183	8	54	[760, 1777, 648, 23, 2078, 652, 1291, 1273, 1292, 1932, 154, 1902, 460, 494, 2027, 22, 636, 1067]	[760, 1777, 1158, 1512, 1291, 1292, 154, 531, 2027]
1712	17	50	[445, 655, 451, 1886, 2159, 1474, 1107, 176, 1138, 1342, 161, 1536, 1045, 23, 698, 208, 1331, 839, 1898, 744, 550, 471, 572, 207, 1888, 230, 1400, 204, 1843, 418, 2017, 20, 1532, 1619, 21, 1711, 973, 411, 994, 1289, 837]	[627, 1843, 572, 1092, 1138, 808, 973, 411, 1280]
